"SAMPLE_ID","SSN","Cluster","Plot","Depth","Country","Site","Region","Latitude","Longitude","PlotCultMgd","pH","m3.Al","m3.B","m3.Ca","m3.Cu","m3.Fe","m3.K","m3.Mg","m3.Mn","m3.Na","m3.P","m3.S","m3.Zn","PSI","ExNa","ExCa","ExMg","ExK","ExBas","EC","ExAcidity","Nitrogen_total","Carbon_total","Nitrogen_acidified","Carbon_acidified","Clay","Silt","Sand","Al","As","Ba","Ca","Co","Cr","Cu","Fe","Hg","K","Mg","Mn","Mo","Na","Nb","Ni","P","Pb","Rb","S","Sb","Se","Si","Sr","Ti","U","V","Y","Zn","Zr","Albite","Calcite","Clinochlore","Diopside","Goethite","Hematite","Hornblende","Kaolinite","Maghemite","Microcline","Montmorillonite","Muscovite","Nacrite","Quartz","Tremolite","Vermiculite","Gibbsite","Halloysite","Magnetite","Orthoclase","Gypsum","Titanium.Oxide","Dolomite","Ilmenite","Anorthite","Epidote","Lepidocrocite","Fluorapatite","Palygorskite","Fayalite","Antigorite","Iron.Oxide","Topaz","Lithiophorite","Beidellite","Biotite","Sepiolite","Talc","Tridymite"
49675,"icr049675",10,1,"Topsoil","Mozambique","Ihassunge","South Africa",-18.02587333,36.846685,"Yes",6.35,469,0.001,449,0.58,159,64.7,162,33.6,80.5,1.53,4.87,0.67,19.5,0.35,2.245,1.338842975,0.165473146,4.099316121,0.036,0.19,0.024999346,0.322354317,0.024866498,0.30825007,25.74,11.54,62.72,55173.3,5e-04,3260.56,17709.86,26.14,60.72,0.001,8111.97,708.65,35481.03,3473.67,197.79,0.002,1.806,15.79,4.18,24.85,3.09,0.0025,308.17,6,4.42,712456.95,5.25,0.111,1.96,25.3,14.42,10.39,65.03,22.6,0,0,0,0,0,3.9,1.4,0,23.9,0,1.9,0,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49676,"icr049676",10,1,"Subsoil","Mozambique","Ihassunge","South Africa",-18.02587333,36.846685,"Yes",8.56,454,0.29,692,0.27,60.9,45.1,276,31.4,73.7,3.1,3.72,1.01,24.8,0.320434783,3.46,2.280991736,0.115345269,6.176771787,0.129,0.14,0.021605899,0.252545446,0.017590823,0.248941742,19.6,7.86,72.55,51272.01,5e-04,4242.28,18185.62,35.19,58.41,0.001,11010.56,366.46,34555.93,2799.39,283.54,0.002,1.806,24.43,8.82,94.88,19.61,0.0025,358.85,0.65,17.8,742395.29,3.88,0.111,3.43,31.6,26.73,12.48,74.32,24.2,0,0,0,0,0,3.4,1.1,0,23.6,0,2,0,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49695,"icr049695",11,1,"Topsoil","Mozambique","Ihassunge","South Africa",-18.00459167,36.84410833,"Yes",5.95,915,0.001,152,1.21,343,66.7,48.7,3.55,49.6,125,6.76,1.06,43.1,0.215652174,0.76,0.402479339,0.170588235,1.548719748,0.03,0.49,0.053696638,0.741165996,0.049376953,0.714057207,20.07,10.91,69.02,35679.45,5e-04,2486.67,25047.01,93.88,269.55,13.2,26996.45,412.93,16438.78,0.8805,1190.62,0.002,1.806,35.32,24.66,736.1,38.6,0.0025,413.17,3.29,25.28,649943.79,8.77,0.111,3.37,0.112,46.46,35.31,239.48,12.7,0,0,0,0,0,9.2,0.8,0,18.2,0,1.8,0,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49696,"icr049696",11,1,"Subsoil","Mozambique","Ihassunge","South Africa",-18.00459167,36.84410833,"Yes",5.71,904,0.001,130,1.46,245,31.8,35,5.62,27.2,82.2,5.67,0.86,51.5,0.11826087,0.65,0.289256198,0.081329923,1.138846991,0.024,0.54,0.03809962,0.511208653,0.035556693,0.500176072,18.57,9.25,72.18,35092.9,5e-04,8706.72,24680.17,68.18,220.96,2.53,20159.07,719.02,16708.64,0.8805,866.81,0.002,1.806,26.57,19.93,702.63,13.68,0.0025,505.85,6.94,10.42,676717.84,6.1,0.111,2.26,0.112,40.04,31.13,209.73,13.8,0,0,5,0,0,10,0,0,16.6,0,0,0,54.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49715,"icr049715",12,1,"Topsoil","Mozambique","Ihassunge","South Africa",-17.98061,36.84061,"Yes",6.75,363,0.25,931,0.82,132,120,306,97.3,51.2,71,5.7,2.25,4.35,0.222608696,4.655,2.52892562,0.306905371,7.713439686,0.06,0.099,0.043961745,0.586519152,0.041941289,0.587783635,18.67,14.66,66.67,54631.41,1.25,3637,19087.78,25.74,50.4,0.001,7888.08,795.66,37518.32,2231.05,298.17,0.002,1.806,15.1,5.13,165.75,4.42,0.0025,330.07,7.52,3.55,717338.31,6.52,0.111,1.88,20.49,15.62,12.42,69.55,26.2,0,0,0,0,0,4.2,0.7,0,21.7,0,1.3,0,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49716,"icr049716",12,1,"Subsoil","Mozambique","Ihassunge","South Africa",-17.98061,36.84061,"Yes",6.55,399,0.001,595,0.56,121,60.3,257,62,77.8,22.3,4.49,1.07,8.59,0.33826087,2.975,2.123966942,0.154219949,5.591447761,0.062,0.19,0.027499182,0.498485968,0.027236915,0.453814343,20.41,12.83,66.76,54764.69,0.49,3700.03,18162.72,24.51,55.52,0.001,7539.7,771.59,37290.35,3053.57,264.09,0.002,1.806,15.53,6.7,63.25,4.05,0.0025,323.56,6.28,4.3,714226.58,0.1,0.111,2.1,23.21,14.95,15.1,70.67,27.4,0,0,0,0,0,4,0,0,24.4,0,1.6,0,42.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49735,"icr049735",13,1,"Topsoil","Mozambique","Ihassunge","South Africa",-18.048055,36.86693667,"No",5.28,708,9.02,1100,1.91,258,1440,2250,3.9,15300,20.1,1600,4.75,133,66.52173913,5.5,18.59504132,3.68286445,94.2996449,3.12,0.099,0.136945143,2.079432249,0.146663964,2.285948396,60.61,24.74,14.65,86375.86,5e-04,5172.91,6504.7,134.47,194.61,7.87,37639.25,719.63,24241.01,1175.25,411.56,0.002,1.806,21.63,18.03,656.25,16.89,3.97,1375.68,1.13,15.98,263735.58,5.79,0.111,2.51,57.1,23.47,34.53,61.7,26,0,0,0,0,0,0,4.8,0,29.4,0,4.4,0,29.4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
49736,"icr049736",13,1,"Subsoil","Mozambique","Ihassunge","South Africa",-18.048055,36.86693667,"No",5.68,763,6.23,931,2.39,236,1240,1960,2.89,12700,28.2,1070,4.66,123,55.2173913,4.655,16.19834711,3.171355499,79.24209391,8.73,0.099,0.112020642,1.407167017,0.116649304,1.461967707,71.61,20.16,8.24,87678.74,5e-04,4994.59,6004.05,116.33,189.96,5.38,33350.88,811.25,24505.58,0.8805,329.83,0.002,1.806,16.69,14.68,608.08,7.9,4.28,1171.78,3.64,7.82,274165.45,1.71,0.111,2.2,55.91,18.32,31.28,61.25,26.9,0,0,0,0,0,0,5.9,0,27.8,0,6.2,0,29,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
49755,"icr049755",14,1,"Topsoil","Mozambique","Ihassunge","South Africa",-18.02614167,36.86523833,"No",3.61,875,6.76,1210,0.001,568,1770,3130,8.81,23000,11.4,3940,11.3,218,100,6.05,25.8677686,4.52685422,136.4446228,3.88,2.27,0.342720479,4.781826258,0.324276015,5.07568121,57.66,20.68,21.66,7155.82,5e-04,4535.51,12323.53,77.83,158.01,8.58,23052.8,756.73,16550.76,0.8805,329.13,0.002,4557.43,18.77,27.45,704.81,10.29,0.0025,443.68,3.5,12.47,698347.84,6.69,0.111,2.59,51.41,22.96,29.06,64.71,30,0,0,0,0,0,3.6,4,0,25.5,0,5.5,0,25.4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
49756,"icr049756",14,1,"Subsoil","Mozambique","Ihassunge","South Africa",-18.02614167,36.86523833,"No",5.83,619,8.8,809,3.07,187,1530,2070,2.35,13200,16.9,1270,2.2,105,57.39130435,4.045,17.10743802,3.913043478,82.45678584,1.24,0.19,0.068054009,1.091120124,0.08348082,1.207837164,54.72,34.25,11.02,89779.97,5e-04,5542.88,6099.34,115.2,209.25,3.98,33132.21,769.7,27055.49,1377.61,355.32,0.002,1.806,17.08,18.54,631.54,9.28,6.31,1193.76,4.72,8.77,259005.1,2.42,0.111,2.17,60.86,20.75,30.16,61.35,25.5,0,0,0,0,0,3,7.4,0,32.8,0,4.4,0,26.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49775,"icr049775",15,1,"Topsoil","Mozambique","Ihassunge","South Africa",-17.99677167,36.86077167,"Yes",7.26,379,0.59,470,0.28,98.4,84.1,152,6.44,128,16.8,6.67,1.05,0.69,0.556521739,2.35,1.256198347,0.215089514,4.3778096,0.153,0.099,0.044308878,0.55012852,0.046860527,0.530451417,11.51,15.41,73.08,50653.19,5e-04,3306.62,18917.4,21.68,40.85,0.001,6676.18,530.21,36497.15,4692.34,172.77,0.002,1.806,21.9,4.8,32.52,10.85,0.0025,308.91,1.71,14.42,742282.79,5.95,0.111,3.18,19.05,23.8,13.34,70.46,26,0,0,0,0,0,3.9,1,0,21.6,0,1.7,0,45.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49776,"icr049776",15,1,"Subsoil","Mozambique","Ihassunge","South Africa",-17.99677167,36.86077167,"Yes",8.33,354,0.47,415,0.37,79,72.1,217,11.1,203,14.3,4.16,1.5,8.96,0.882608696,2.075,1.79338843,0.184398977,4.935396102,0.142,0.099,0.015662612,0.146232106,0.013138156,0.143170461,17.26,11.59,71.15,54843.71,0.87,2910.52,19009.93,27.97,61.03,0.001,8874.74,685.72,37718.49,2980.55,191.45,0.002,1.806,12.19,2.93,164.13,5.46,0.0025,316.73,5.76,6.41,708008.11,7.12,0.111,1.95,24.22,14.95,13.01,63.68,23.2,0,0,0,0,0,5,0,0,23.9,0,2.2,0,45.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49795,"icr049795",16,1,"Topsoil","Mozambique","Ihassunge","South Africa",-17.977923,36.861702,"Yes",4.98,380,0.001,269,0.26,289,33.4,57.8,7.37,111,19.6,7.29,0.47,26,0.482608696,1.345,0.47768595,0.085421995,2.390716641,0.201,0.29,0.031519169,0.396178737,0.030850044,0.398081973,18.05,12.14,69.81,37023.45,5e-04,4187.7,15164.44,21.11,45.55,0.001,6369.8,773.77,27240.89,5045.64,211.47,0.002,1.806,17.78,3.99,0.034,1.21,0.0025,292.44,6.11,5.82,837152.83,2.99,0.111,1.93,18.56,18.14,12.64,83.91,19.4,0,0,0,0,0,3.9,0,0,17.6,0,1.1,0,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49796,"icr049796",16,1,"Subsoil","Mozambique","Ihassunge","South Africa",-17.977923,36.861702,"Yes",5.74,301,0.001,290,0.31,193,15.9,71.6,1.87,54.2,15.6,4.94,0.87,10.4,0.235652174,1.45,0.591735537,0.040664962,2.318052673,0.055,0.14,0.013554104,0.164850928,0.013351255,0.183260873,14.16,8.72,77.12,36918.6,5e-04,4263.45,15434.76,22.13,56.81,0.001,6637.22,731.78,28047.24,5087.55,216.9,0.002,1.806,16.92,4.35,13.33,3.49,0.0025,268.04,5.75,6.45,850998.76,3.09,0.111,2.01,21.48,20.38,14.33,85.64,23.2,0,0,0,0,0,5,0,0,23,0,1.7,0,47.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49815,"icr049815",1,1,"Topsoil","Mozambique","Massuque","South Africa",-24.24041833,34.33520333,"No",5.52,153,0.001,414,0.22,30.5,28.5,61.6,24.2,31.6,62.2,6.17,12.6,6.41,0.137391304,2.07,0.509090909,0.072890026,2.789372239,0.026,0.27,0.015633816,0.282990322,0.019975313,0.321252823,10.75,6.7,82.55,0.119,1.27,324.26,312.77,5.62,21.48,0.001,3581.26,1142.82,7675.53,9490.17,66.84,0.55,1.806,7.25,0.9,0.034,2.16,13.4,80.06,7.05,1.45,1246365.37,14.18,258.86,1.78,22.12,8.52,3.49,135.83,5.2,0,0,0,0,0,0,2.6,0,16.1,0,0,0,76.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49816,"icr049816",1,1,"Subsoil","Mozambique","Massuque","South Africa",-24.24041833,34.33520333,"No",5.15,190,0.001,128,0.001,34,34,48.8,2,40.5,14.6,2.77,0.39,7.56,0.176086957,0.64,0.403305785,0.086956522,1.306349263,0.023,0.33,0.008705101,0.120491449,0.007926014,0.123872411,9.94,4.55,85.51,0.119,0.46,258.76,140.5,5.55,26.82,0.001,3374.41,1127.42,7290.54,9483.23,43.92,0.61,1.806,6.03,0.34,0.034,5e-04,11.87,136.7,7.26,1.23,1267995.33,10.2,412.57,1.77,21.69,8.37,0.89,132.15,3.8,0,0,0,0,0,2.1,1.8,0,14.6,0,0,0,76.8,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49835,"icr049835",2,1,"Topsoil","Mozambique","Massuque","South Africa",-24.22272333,34.33146167,"No",5.5,252,0.001,169,0.001,36.2,20.3,41.6,33.5,27,33.9,3,0.73,11.4,0.117391304,0.845,0.343801653,0.051918159,1.358111116,0.023,0.27,0.016705934,0.33870776,0.017058398,0.331254765,7.51,4.68,87.81,0.119,0.4,318.71,0.1605,5.57,33.92,0.001,2846.72,1122.15,4868.34,9686.6,62.36,0.71,1.806,9.22,0.9,0.034,5e-04,7.26,125.27,5.32,1.95,1280368.1,10.14,379.38,1.77,24.28,11.86,2.43,159.5,4,0,2.6,0,0,0,0,0,0,13.2,0,0,0,80.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49836,"icr049836",2,1,"Subsoil","Mozambique","Massuque","South Africa",-24.22272333,34.33146167,"No",5.07,356,0.001,132,0.001,44.3,19,39.4,4.33,29.3,39.5,3.76,2,14.2,0.127391304,0.66,0.325619835,0.04859335,1.161604489,0.025,0.37,0.008695253,0.119441424,0.006509169,0.104404245,16.48,5.6,77.92,0.119,1.05,310.98,91.41,5.69,44.04,0.001,3709.37,1076.57,6219.08,9196.93,69.99,0.72,1.806,8.45,0.0025,0.034,1.53,14.03,130.19,5.84,1.4,1242684.02,13.15,617.91,1.78,24.74,11.83,2.64,186.61,6.1,0,0,0,0,0,0,2.6,0,16,0,0,0,75.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49855,"icr049855",3,1,"Topsoil","Mozambique","Massuque","South Africa",-24.19612167,34.33393167,"No",7.86,87.3,0.97,329,0.001,143,152,664,47,200,5.12,5.32,0.8,0.82,0.869565217,1.645,5.487603306,0.388746803,8.390915326,0.359,0.23,0.039467245,0.585851789,0.040651878,0.618829548,23.8,26.02,50.17,0.119,0.26,281.7,1073.9,5.76,43.81,0.001,4745.89,1094.97,8555.73,9924.62,124.55,0.75,1.806,7.41,2.6,0.034,5e-04,26.33,215.22,6.41,1.29,1135557.37,31.28,551.01,1.87,25.73,10.71,3.06,156.33,11.8,0,2,0,0,0,0,0,0,16.8,0,1.9,0,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49856,"icr049856",3,1,"Subsoil","Mozambique","Massuque","South Africa",-24.19612167,34.33393167,"No",8.41,115,1.19,281,0.32,104,308,637,33.7,767,4.73,19.8,1.42,-1.27,3.334782609,1.405,5.26446281,0.787723785,10.7919692,0.913,0.32,0.016971502,0.227911472,0.016473953,0.225159779,40.87,17.34,41.79,0.119,1.22,260.22,1189.42,6.01,45.62,0.001,7245.99,1021.1,10423.54,9233.06,111.31,0.77,1.806,8.51,4.02,0.034,2.71,37.26,188.02,5.64,1.64,1083028.73,30.42,871.94,2.05,26.18,12.6,3.02,167.86,13.7,0,0,0,0,0,0,0,0,22.6,0,2.9,0,59.4,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49875,"icr049875",4,1,"Topsoil","Mozambique","Massuque","South Africa",-24.16954833,34.32811,"No",5.87,81.2,0.001,334,0.001,19.6,17.3,54.3,25.3,24.2,9.49,2.85,1.13,4.02,0.105217391,1.67,0.448760331,0.044245524,2.268223246,0.039,0.27,0.031362087,0.617705673,0.028033671,0.575861275,5.67,9.85,84.48,0.119,0.29,281.15,171.53,5.46,17.04,0.001,1772.34,1180.42,4086.3,10416.42,55.32,0.6,159.94,5.92,0.0025,0.034,5e-04,4.61,107.62,7.6,1.06,1304729.82,15.65,98.63,1.76,17.1,6.23,0.002,94.92,4.9,0,0,0,0,0,2.4,1.7,0,13.1,0,0,0,77.2,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49876,"icr049876",4,1,"Subsoil","Mozambique","Massuque","South Africa",-24.16954833,34.32811,"No",5.17,60.9,0.001,68.5,0.001,12.4,13.5,18.9,1.52,68.4,5.28,6.47,0.69,-1.96,0.297391304,0.3425,0.156198347,0.034526854,0.830616506,0.124,0.18,0.004175606,0.100349452,0.004396798,0.09950795,3.3,2.81,93.89,0.119,1.06,280.31,0.1605,5.49,8.94,0.001,1803.19,1168.62,4590.22,9824.6,32.1,0.56,132.86,4.55,0.0025,0.034,1.5,4.93,79.56,7.43,1.08,1339764.73,9.47,172.1,1.73,14.59,6.88,3.72,109.55,6.2,0,0,1.5,0,0,0,1.1,0,13.2,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49894,"icr049894",5,1,"Topsoil","Mozambique","Massuque","South Africa",-24.243575,34.35064167,"No",5.76,176,0.001,226,0.001,35,61.8,80.1,30.9,59.2,9.08,7.32,1.1,10.5,0.257391304,1.13,0.661983471,0.158056266,2.207431041,0.118,0.37,0.030687208,0.487601072,0.031441973,0.477697194,14.43,10.53,75.04,0.119,1.27,297.86,350.85,5.69,28.21,0.001,3939.56,1102.79,7105.57,9483.84,73.78,0.75,1345.13,8.1,1.13,0.034,2.05,14.58,121.72,7.03,1.13,1183185.73,15.03,437.37,1.8,20.48,9.77,2.71,138.56,6.3,0,0,0,0,0.4,1.5,1.9,0,14.3,0,1.3,0,74.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49895,"icr049895",5,1,"Subsoil","Mozambique","Massuque","South Africa",-24.243575,34.35064167,"No",5.22,184,0.001,111,0.001,41.3,35.8,46.1,7.06,21.8,6.46,4.71,0.79,6.32,0.094782609,0.555,0.380991736,0.091560102,1.122334447,0.038,0.19,0.012089623,0.19743111,0.011425612,0.208770528,15.32,7.02,77.66,0.119,0.19,275.66,77.23,5.66,26.65,0.001,3402.21,1235.92,6091.75,9437.77,50.9,0.65,1.806,3.89,2.01,0.034,5e-04,13.64,162.68,7.53,1.14,1235946.28,10.34,335,1.82,17.18,5.71,11.78,109.49,4.2,0,0,2.6,0,0,1.8,0,0,15.9,0,0,2.4,73.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49914,"icr049914",6,1,"Topsoil","Mozambique","Massuque","South Africa",-24.21181833,34.34482833,"No",5.64,218,0.001,139,0.001,41,42,45.7,47.4,26.7,19.3,4.66,0.63,1.68,0.116086957,0.695,0.37768595,0.10741688,1.296189787,0.038,0.18,0.02640118,0.41532591,0.027582803,0.406896979,7.41,6.86,85.74,0.119,0.96,281.84,106.81,5.59,36.72,0.001,2627.98,1209.77,5979.51,9712.25,90.37,1.09,265.04,3.92,0.25,0.034,1.35,11.72,139.25,7.87,1.18,1228662,10.43,562.88,1.83,19.2,5.71,0.98,169.34,7.3,0,0,2.9,0,0,0,0,0,20.5,0,0,2.7,66.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49915,"icr049915",6,1,"Subsoil","Mozambique","Massuque","South Africa",-24.21181833,34.34482833,"No",5,347,0.001,66.7,0.001,54.8,33.4,28.7,3.98,29.4,12.1,3.9,0.55,6.94,0.127826087,0.3335,0.237190083,0.085421995,0.783938164,0.031,0.32,0.006115438,0.132158667,0.007673144,0.129806571,7.76,2.78,89.46,0.119,0.83,221.55,45.13,5.54,33.11,0.001,3272.45,1096.9,5782.15,9343.17,73.7,0.72,1.806,11.44,0.0025,0.034,0.56,10.16,127.88,6.33,1.35,1231276.51,9.92,819.53,1.75,18.71,10.73,5.59,171.67,5.6,0,0,2.8,0,0,1.8,2.8,0,18.1,0,0,0,68.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49934,"icr049934",7,1,"Topsoil","Mozambique","Massuque","South Africa",-24.18840333,34.34585833,"No",5.36,78.4,0.001,81,0.001,72,15.4,26.2,3.86,58.7,8.02,7.11,0.43,3.49,0.255217391,0.405,0.216528926,0.039386189,0.916132506,0.098,0.23,0.017990403,0.357955292,0.017228828,0.347106844,5.4,5.73,88.87,0.119,0.49,177.09,0.1605,5.55,19.4,0.001,2427.61,1247.47,4414.06,9929.3,40.58,0.81,1.806,3.06,1.84,0.034,5e-04,6.87,138.08,7.53,1.02,1349844.58,11.52,675.29,1.81,17.72,5.87,0.52,129.15,4.5,0,0,1.3,0,0,2.1,0,0,10.9,0,0,1.3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49935,"icr049935",7,1,"Subsoil","Mozambique","Massuque","South Africa",-24.18840333,34.34585833,"No",5.29,79.6,0.001,36.2,0.001,62.6,15.1,13.6,0.57,58.1,4.98,4.05,0.61,0.041,0.252608696,0.181,0.112396694,0.038618926,0.584624316,0.073,0.18,0.007685035,0.157690026,0.008047079,0.158174649,4.53,2.79,92.67,0.119,0.88,243.69,60.53,5.51,29.57,0.001,2793.12,965.73,5412.88,9903.3,55.73,0.64,90.65,11.35,0.0025,0.034,1.74,7.79,118.05,4.34,2.84,1285980.73,13.05,829.08,1.76,13.83,17.16,3.68,188.38,4.6,0,0,0,0,0,2.8,2.7,0,10.4,0,1.6,0,77.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49954,"icr049954",8,1,"Topsoil","Mozambique","Massuque","South Africa",-24.17373167,34.35931333,"No",5.11,198,0.001,87,0.001,31.3,46.5,42.7,14.3,60.5,13.4,6.14,1.13,6.94,0.263043478,0.435,0.352892562,0.118925831,1.169861871,0.142,0.27,0.025345687,0.430321157,0.023995848,0.428207979,11.76,8.92,79.32,0.119,0.44,264.38,0.1605,5.51,13.12,0.001,2116.31,1149.13,3116.03,9781.42,53.02,0.58,357.46,6.92,0.0025,0.034,5e-04,3.21,112.69,7.58,1.27,1233932.11,3.48,311.42,1.75,18.97,5.8,0.18,122.23,4.8,0,0,0,0,0,3,0,0,17.9,0,0,3.9,70.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49955,"icr049955",8,1,"Subsoil","Mozambique","Massuque","South Africa",-24.17373167,34.35931333,"No",5.3,254,0.21,68.5,0.001,32.4,55.3,31.8,3.68,80.5,5.58,4.61,0.45,6.61,0.35,0.3425,0.262809917,0.141432225,1.096742142,0.06,0.13,0.013290277,0.268695071,0.013541908,0.251751333,10.65,5.27,84.09,0.119,0.96,259.8,0.1605,5.55,28.67,0.001,2600.97,1114.44,4172.93,9245.85,45.99,0.89,1454.87,10.58,0.0025,0.034,0.92,4.41,105.65,6.74,1.41,1266325.27,6.97,671.78,1.7,15.16,9.19,2.35,168.98,4,0,0,0,0,0,1.1,0,0,12.6,0,0,2.7,79.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49974,"icr049974",9,1,"Topsoil","Mozambique","Massuque","South Africa",-24.24289667,34.37187333,"No",5.26,160,0.001,82,0.001,30.6,42.6,40.5,24.3,45.6,18.6,4.73,0.77,0.9,0.19826087,0.41,0.334710744,0.108951407,1.05192302,0.102,0.37,0.024842717,0.363496587,0.024086068,0.341390178,10.39,6.33,83.28,0.119,0.4,285.52,635.72,5.93,73.98,0.18,5232.93,996.97,9543.81,9272.08,117.72,0.92,1.806,16.28,3.71,0.034,1.66,23.07,114.83,3.41,2.34,1154514.2,19.38,1145.46,2,24.4,17.68,5.38,236.47,5.8,0,0,2.2,0,0,0,0,0,14.6,0,0,2.4,74.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49975,"icr049975",9,1,"Subsoil","Mozambique","Massuque","South Africa",-24.24289667,34.37187333,"No",5.41,204,0.001,81.7,0.001,40.7,39.1,37.2,7.95,45.3,12.8,4.46,0.67,8.51,0.196956522,0.4085,0.307438017,0.1,1.012894538,0.037,0.23,0.013060397,0.212098874,0.015317444,0.197666764,8.76,4.59,86.64,0.119,1.49,261.44,654.37,5.7,41.39,0.001,4348.62,1146.28,9187.77,9058.61,79.14,0.95,1.806,7.65,0.57,0.034,2.88,18.84,153.72,7.13,1.32,1245730.48,18.31,893.57,1.83,21.46,9.76,4.49,192.3,6.3,0,0,2.9,0,0,0,0,0,19.6,0,0,2.3,68.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49994,"icr049994",10,1,"Topsoil","Mozambique","Massuque","South Africa",-24.21673333,34.37512,"No",5.69,149,0.001,83.5,0.001,32.4,28.6,29.9,52.6,22.1,15.3,1.5,0.48,8.67,0.096086957,0.4175,0.247107438,0.07314578,0.833840175,0.035,0.13,0.017400787,0.305950686,0.021018133,0.294775829,11.5,7.47,81.03,0.119,5e-04,230.71,0.1605,5.62,24.28,0.001,2947.74,1103.81,5150.23,9474.36,90.19,0.27,1.806,11.68,2.6,0.034,5e-04,6.18,121.93,5.39,1.85,1294854.95,7.74,450.51,1.75,18.64,12.15,2.79,106.67,7.3,0,0,2.5,0,0,0,0,0,17.5,0,0,3.4,69.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49995,"icr049995",10,1,"Subsoil","Mozambique","Massuque","South Africa",-24.21673333,34.37512,"No",5.19,185,0.001,73.7,0.001,29.9,23.9,27.4,4.28,21.6,8.22,0.62,0.4,10.4,0.093913043,0.3685,0.226446281,0.06112532,0.749984644,0.021,0.23,0.004207456,0.094846968,0.005389836,0.092299674,10.62,4.06,85.32,0.119,1.15,217.94,23.78,5.56,10.11,0.001,2794.75,1109.02,5015.39,9866.64,49.5,0.42,1.806,7.08,0.84,0.034,1.75,10.62,120.47,6.61,1.4,1278112.65,11.99,458.51,1.79,18.38,8.89,1.35,106.19,8.5,0,0,0,0,0,0,4.6,0,15.3,0,0,0,71.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
